id,affiliation_name
10.45868647/a6q8y65,"Department of Biophysics, UT Southwestern Medical Center"
10.77575306/v5f1k20,"Department of Biochemistry, UT Southwestern Medical Center"
10.6022893/h5r9e97,"Department of Biochemistry, University of Washington"
10.96602387/r7j0j06,"Department of Life Sciences, University of Modena and Reggio Emilia"
10.77064328/p9z5d78,"Molecular and Cellular Modeling Group, Heidelberg Institute for Theoretical Studies"
10.29805622/b3k3r66,"Department of Chemistry, Biology and Biotechnology, University of Perugia"
10.95658190/i2v1l02,"Department of Biomedical, Metabolic and Neural Sciences, University of Modena and Reggio Emilia"
10.9036683/q8u1w64,"Department of Biotechnology, Chemistry and Pharmacy, University of Siena"
10.20807248/g4f9l57,"Respiratory, Critical Care & Anesthesia UCL Great Ormond Street Institute of Child Health"
10.61032494/c8y4w92,"Clinical and Experimental Medicine PhD Program, University of Modena and Reggio Emilia, Modena, Italy"
10.13532567/d8v5g86,"Department of Chemical and Pharmaceutical Science, University of Ferrara"
10.49017590/t7o1m24,IBMC I3S
10.41109647/s0z6j38,"Department of Biological Sciences, Faculty of Pharmacy, University of Porto"
10.95666065/c0d9u79,"Department of Medical Oncology, Amsterdam University Medical Center, Cancer Center Amsterdam, 1081HV, Vrije Universiteit Amsterdam"
10.25465301/z8b5j20,"Dept. of Medical Sciences and Laboratory for Technologies of Advanced Therapies (LTTA), University of Ferrara"
10.86453632/y8k6q80,"Biochemistry and Biophysics Department, University of California San Francisco"
10.77187843/v5t8t62,"Interdisciplinary Center for Scientific Computing (IWR), Heidelberg University"
10.14206331/k6v5h36,"Center for Molecular Biology (ZMBH), DKFZ-ZMBH Alliance, Heidelberg University"
10.78281111/g9i4s06,"Department of Plant Biology, University of California, Davis"
10.51967025/o0w8c92,"Department of Plant and Soil Sciences, FABI, Innovation Africa, University of Pretoria"
10.20074627/n1j9f11,"Royal Botanic Gardens, Kew"
10.28530483/v7w2s26,Janelia Research Campus
10.22299734/x9r2b57,"Department of Biology, Friday Harbor Laboratories, University of Washington"
10.56829246/e6j3f85,"Life Sciences Institute, University of Michigan"
10.39548441/f7p5j37,École Normale Supérieure Paris
10.56686138/t6l5f30,Walter Reed Army Institute of Research
10.64589375/x7o8c94,"The University of Edinburgh, Centre for Cardiovascular Science"
10.19417272/j2c0g54,"Institut Pasteur, Université Paris Cité, CNRS UMR3569, Viruses and RNA Interference Unit, F-75015"
10.34772408/n7p1i59,"Institut Pasteur de Bangui, Medical Entomology Laboratory"
10.85568963/r9f1h53,"Institut Pasteur du Cambodge, Medical and Veterinary Entomology Unit"
10.5118333/u0i1z39,"Institut Pasteur du Cambodge, Virology Unit"
10.10466635/x1m0u11,"Institut Pasteur de Madagascar, Medical Entomology Unit"
10.85910551/b2x1z26,"Institut Pasteur de la Guyane, Vectopôle Amazonien Emile Abonnenc"
10.3927625/x0p0j48,"Zuckerman Institute, Department of Neuroscience, Columbia University"
10.11570002/h2p8p26,"Department of Infectious Diseases, Infection Control and Employee Health, The University of Texas MD Anderson Cancer Center"
10.14698717/g4m7z03,"Integrative Medicine Program, The University of Texas MD Anderson Cancer Center"
10.53369770/v1q9g81,"Hospital Medicine, The University of Texas MD Anderson Cancer Center"
10.70592474/t0w4f03,"Pharmacy Clinical Programs, The University of Texas MD Anderson Cancer Center"
10.58156128/d5t5b55,"Emergency Medicine-Research, The University of Texas MD Anderson Cancer Center"
10.95354123/m4e1j64,"Gastroenterology Research, The University of Texas MD Anderson Cancer Center"
10.77396358/d2n0u27,"Breast Surgical Oncology, The University of Texas MD Anderson Cancer Center"
10.93950543/p3u8o11,"Cancer Therapeutics, The University of Texas MD Anderson Cancer Center"
10.11970910/q3q8r49,"Department of Emergency Medicine, The University of Texas MD Anderson Cancer Center"
10.54117249/q7w2c05,"Department of Cell Biology, Albert Einstein College of Medicine"
10.79076848/n6t1z78,"UNC-SPIRE, University of North Carolina"
10.50440232/p2k6d74,EpiCypher
10.39326403/b2h4e50,"Integrative Program for Biological and Genome Sciences, University of North Carolina at Chapel Hill"
10.45811917/m3y4j13,"Lineberger Comprehensive Cancer Center, University of North Carolina"
10.45465908/r1e4j96,"Department of Genetics, University of North Carolina"
10.22197897/e1j2u55,Max Planck Institute for Biophysical Chemistry
10.76986787/q8t3n25,"Birkbeck, University of London"
10.87661268/l1r9z20,"Cellular and Molecular Biology Program, University of Michigan-Ann Arbor"
10.27317594/v8s0c84,"Department of Molecular and Integrative Physiology, University of Michigan-Ann Arbor"
10.42911889/m8s8r02,"Department of Surgery, University of Michigan-Ann Arbor"
10.61817767/h5c5f77,"Cancer Biology Program, University of Michigan-Ann Arbor"
10.56294731/g4i4b15,"Department of Immunology, University of Michigan-Ann Arbor"
10.76889696/d2p0e13,"Department of Cell and Developmental Biology, University of Michigan-Ann Arbor"
10.29693506/d7h2j98,"Department of Internal Medicine, Division of Gastroenterolog, University of Michigan-Ann Arbor"
10.81454356/l9i0p75,"Chao Family Comprehensive Cancer Center, University of California, Irvine"
10.59522062/y8f3q94,"Neuroscience Institute, New York University Grossman School of Medicine"
10.82914816/g3f5c12,"Centre for Sustainable and Circular Technologies, Department of Chemistry, University of Bath"
10.55157259/h3y1v59,"King's College London, Randall Centre for Cell and Molecular Biophysics, New Hunt's House, Guy's Campus"
10.3243234/x1r4u42,"The Alan Turing Institute, British Library"
10.33077140/n8i5k03,"Department of Diabetes, Endocrinology, and Metabolism, Baylor College of Medicine"
10.56750666/c3a2d22,"Department of Medicine, Baylor College of Medicine"
10.25980924/u2h9z99,"Department of Molecular and Cellular Biology, Baylor College of Medicine"
10.40112640/f2e1o91,"Department of Anesthesiology, University of Texas Health Sciences Center"
10.12723837/j9f6p34,"Department of Bioinformatics and Computational Biology, The University of Texas MD Anderson Cancer Center"
10.92476910/f8z4d11,"Department of Molecular and Human Genetics, Baylor College of Medicine"
10.37990941/p4n8e44,"Department of Nutrition and Integrative Physiology, University of Utah"
10.59606642/y3w9q31,"Department of Pediatrics, Baylor College of Medicine"
10.41847052/m0b8h11,"Department of Nutritional Sciences and Toxicology, University of California, Berkeley"
10.84920997/h7l1q88,Allen Institute for Brain Science
10.72139505/f2u0p34,"Department of Physiology & Biophysics, School of Medicine, University of Washington"
10.67226447/s7o0u16,"Department of Laboratory Medicine & Pathology, School of Medicine, University of Washington"
10.23403220/l6y6x29,"Department of Neurological Surgery, School of Medicine, University of Washington"
10.84198902/l7h2n06,"Division of Biology and Biological Engineering, California Institute of Technology"
10.41625440/z5x0v31,"Centre for Geographic Medicine Research (Coast), KEMRI-Wellcome Trust Research Programme"
10.95741017/z6u4v39,"Cambridge Institute for Medical Research, University of Cambridge"
10.72660656/p2f7e00,"Institute for Global Health Innovation, Department of Surgery and Cancer, Imperial College London"
10.20776491/m4t0h96,"Institut de Myologie, Sorbonne Université, INSERM"
10.65314184/v8d3w01,"Department of Physiology, Faculty of Medicine Pitié-Salpêtrière, Sorbonne Université"
10.56960933/z7i6w57,"Neuromuscular Morphology Unit, Institut de Myologie, Pitié-Salpêtrière Hospital, Sorbonne Université"
10.12100987/j2e4v48,"Sorbonne Université, CNRS, Institut de Biologie Paris-Seine (IBPS), Service de Microscopie Électronique (IBPS-SME)"
10.45119817/k3k8n20,"Université Grenoble Alpes, INSERM, U1216, Grenoble Institut des Neurosciences"
10.73360958/u1d4w51,"Institut de Recherche en Infectiologie de Montpellier, CNRS UMR 9004, Université de Montpellier"
10.44141705/d4x9z72,"Instituto de Computación, Facultad de Ingeniería, Universidad de la República"
10.69729177/j2x2n43,Indiana University Bloomington
10.53387610/w7c1h34,"Molecular Microbiology and Structural Biochemistry, CNRS UMR 5086, Université Claude Bernard Lyon 1"
10.81117438/t0l5o48,"Institut de Génomique Fonctionnelle de Lyon, Ecole Normale Supérieure de Lyon, CNRS UMR 5242, Université Claude Bernard Lyon 1"
10.67401383/b8r4y65,"Université Paris-Saclay, INRAE, AgroParisTech, Micalis Institute"
10.2894071/h6u3y59,"Protein Science Facility, CNRS UAR3444, INSERM US8, Université Claude Bernard Lyon 1, Ecole Normale Supérieur de Lyon"
10.46711726/r5w4c36,"Institute for Glyco-core Research (iGCORE), Gifu University"
10.37415212/k9z8c68,"Univ. Lille, CNRS, UMR 8576 - UGSF - Unité de Glycobiologie Structurale et Fonctionnelle"
10.21055069/l3e5p77,"Department of Epidemiology and Biostatistics, School of Public Health, Faculty of Medicine, Imperial College London"
10.9497109/z4y3n96,University of Exeter
10.93764249/v9b2u52,"Department of Clinical Pharmacology and Therapeutics, Institute for Infection and Immunity, St George’s, University of London"
10.94246989/w6o0z63,"Division of Life Science, Hong Kong University of Science and Technology, Clear Water Bay, Kowloon"
10.91026154/j6a4j97,"Greater Bay Biomedical Innocenter, Shenzhen Bay Laboratory"
10.36595879/k4h4d78,"School of Life Sciences, Southern University of Science and Technology"
10.1021995/b4k5x09,CNRS Université de Bordeaux
10.26398753/d9u7r16,"Center for Structural Biology, Vlaams Instituut voor Biotechnologie"
10.77728143/y4d8h55,"Structural Biology Brussels, Department of Bioengineering Sciences, Vrije Universiteit Brussel"
10.53544264/v7b7i60,"Laboratory of Structural Neurobiology, Department of Cellular and Molecular Medicine, Katholieke Universiteit Leuven"
10.80456992/l2p5y41,Durham Univeristy
10.87513482/c4k0p82,"Department of Biology, ETH Zurich"
10.99458134/r5z5w94,"Instituto de Ciencias Físicas, UNSAM & CONICET"
10.34078263/i1f3i20,"Division of Infection and Immunity, School of Medicine, Cardiff University"
10.32484548/g1m7x26,"Systems Immunity Research Institute, School of Medicine, Cardiff University"
10.76482612/t2p8j85,"Wellcome Sanger Institute, Wellcome Genome Campus"
10.42901988/g6k9p87,"Center of Life Sciences, Skolkovo Institute of Science and Technology"
10.15749135/y5r2m84,"Genomics of Adaptive Immunity Department, Shemyakin-Ovchinnikov Institute of Bioorganic Chemistry, Russian Academy of Sciences"
10.94583867/m7y7l22,"Institute of Clinical Molecular Biology, Christian-Albrecht-University of Kiel"
10.63254367/p1b7t95,"Institute of Translational Medicine, Center for Precision Genome Editing and Genetic Technologies for Biomedicine, Pirogov Russian National Research Medical University"
10.56392674/u5s3t83,"Institute of Immunology and Immunotherapy, University of Birmingham"
10.92610606/t4n5k20,"Institute of Plant Biology, National Taiwan University"
10.90666563/o8m1s63,"Institute of Ecology and Evolutionary Biology, National Taiwan University"
10.29611898/e0c6t80,World Vegetable Center
10.29858934/q3p6w26,Department of Agriculture and Fisheries
10.35503600/x9k1h39,"Department of Plant and Soil Science and Gund Institute for the Environment, University of Vermont"
10.4154249/t3s8f90,"Department of Applied Mathematics, Peter the Great St. Petersburg Polytechnic University"
10.33297921/h0u0q00,"Department of Life Science, National Taiwan University"
10.15105098/z1o0x09,"Section of Life Sciences Engineering, École Polytechnique Fédérale de Lausanne"
10.21964590/a9p7q68,"Department of Neurobiology, Harvard Medical School"
10.4555979/d3d8h54,"Department of Psychology and Center for Brain Science, Harvard University"
10.10700027/e7t1c16,"Center for Brains, Minds, and Machines, MIT"
10.5784596/t0n9v82,"Department of Internal Medicine, Yale University"
10.12081146/x6n1t87,"Department of ENT, Head and Neck Surgery, Guilan University of Medical Sciences"
10.4422542/o0h4w14,"Department of Rheumatology, University of Toronto"
10.8608510/f4s1e24,"Department of Computer and Information Science, University of Massachusetts Dartmouth"
10.18762604/c4v2b71,"Department of Radiology and Biomedical Imaging, Yale University"
10.75889664/b7o4f91,"Translational Sciences, Sanofi"
10.12285719/v0g8l14,"Department of Fundamental Microbiology, University of Lausanne"
10.92602643/h5f4l25,"Institute of Microbiology, Eidgenössische Technische Hochschule (ETH) Zurich"
10.30409911/f1z6o77,RAND Corporation
10.84162402/u1d4x03,Erasmus MC
10.47721379/j1s2n58,Fred Hutchinson Cancer Center
10.57496542/n8r1k78,Universidad Autónoma de San Luis Potosí
10.80355021/k5v7t03,"Department of Microbiology and Immunology, University of North Carolina at Chapel Hill"
10.79597277/q7q2m35,"Lineberger Comprehensive Cancer Center, University of North Carolina at Chapel Hill"
10.12592561/y2m5m78,"Department of Biochemistry and Molecular Biotechnology, University of Massachusetts Medical School"
10.31838536/q3b8d12,"Department of Biochemistry and Biophysics, University of North Carolina at Chapel Hill"
10.95703440/t3q3a30,"Meinig School of Biomedical Engineering, Cornell University"
10.76218011/y9x2h90,"Institute of Functional Genomics, Université de Montpellier, CNRS, Inserm"
10.98267066/m4s1j11,"Division of Cognitive Neurobiology, Center for Brain Research, Medical University of Vienna"
10.21304133/t3q6z09,"Laboratory of Systems Neuroscience, Department of Physiology, University of Bern"
10.44278073/u2x8v23,National Institute of Environmental Health Sciences
10.63758749/l6w1y33,"Department of Molecular Biosciences, The University of Texas at Austin"
10.39866986/x7b3o26,"Department of Chemical Engineering, The University of Texas at Austin"
10.75354105/y8e5k79,"Department of Chemistry and Biochemistry, The University of Texas at Dallas"
10.854753/t9b5n79,"Division of Chemical Biology and Medicinal Chemistry, The University of Texas at Austin"
10.18751926/t6q3q35,Texas Biomedical Research Institute
